t,ax,ay,az,mag,db
1788360129812,0.0000,0.0000,0.0000,0.0000,-49.39
1788360129827,-0.0000,-0.0000,-0.0005,0.0005,-49.39
1788360129847,-0.0000,-0.0003,0.0000,0.0003,-49.39
1788360129865,-0.0004,-0.0006,0.0000,0.0007,-49.39
1788360129884,0.0001,-0.0001,0.0008,0.0008,-49.39
1788360129903,0.0005,-0.0001,-0.0002,0.0005,-49.39
1788360129922,-0.0004,0.0008,0.0003,0.0009,-160.00
1788360129940,0.0000,-0.0002,0.0002,0.0003,-160.00
1788360129959,0.0009,0.0003,0.0007,0.0011,-160.00
1788360129978,0.0017,-0.0002,0.0001,0.0017,-59.91
1788360129997,-0.0003,-0.0002,0.0001,0.0004,-59.91
1788360130016,-0.0002,-0.0002,0.0010,0.0011,-59.91
1788360130034,-0.0002,0.0007,0.0000,0.0008,-59.91
1788360130053,0.0003,-0.0007,0.0005,0.0009,-57.27
1788360130072,-0.0007,-0.0002,0.0009,0.0011,-57.27
1788360130090,-0.0006,-0.0002,0.0004,0.0008,-57.27
1788360130109,0.0008,0.0003,-0.0005,0.0010,-59.41
1788360130129,0.0003,0.0007,0.0004,0.0009,-59.41
1788360130147,-0.0006,0.0002,0.0004,0.0008,-59.41
1788360130166,-0.0002,-0.0002,0.0004,0.0005,-59.26
1788360130185,-0.0001,0.0007,0.0008,0.0011,-59.26
1788360130203,-0.0006,-0.0003,-0.0002,0.0007,-59.26
1788360130223,0.0004,-0.0012,-0.0001,0.0013,-59.26
1788360130242,0.0004,0.0012,0.0003,0.0013,-43.36
1788360130260,-0.0006,0.0007,-0.0002,0.0009,-43.36
1788360130279,-0.0001,-0.0003,-0.0001,0.0003,-43.36
1788360130298,-0.0006,0.0002,0.0003,0.0007,-37.87
1788360130317,-0.0001,0.0002,-0.0002,0.0003,-37.87
1788360130335,-0.0001,0.0007,-0.0002,0.0007,-37.87
1788360130354,-0.0005,-0.0008,0.0003,0.0010,-37.87
1788360130373,-0.0005,0.0007,0.0008,0.0012,-38.04
1788360130392,-0.0005,-0.0008,-0.0011,0.0015,-38.04
