t,ax,ay,az,mag,db
1788360068356,0.0000,0.0000,0.0000,0.0000,-54.93
1788360068356,-0.0002,-0.0002,0.0005,0.0006,-54.93
1788360068374,-0.0002,0.0002,-0.0003,0.0004,-54.93
1788360068393,-0.0009,0.0009,0.0001,0.0012,-54.93
1788360068411,-0.0003,0.0003,-0.0003,0.0005,-54.93
1788360068430,-0.0002,-0.0006,0.0002,0.0007,-54.93
1788360068449,-0.0006,0.0003,0.0001,0.0007,-54.93
1788360068468,-0.0001,0.0007,0.0010,0.0012,-160.00
1788360068486,0.0003,0.0002,0.0004,0.0006,-160.00
1788360068505,0.0007,0.0011,-0.0000,0.0013,-160.00
1788360068524,0.0007,0.0005,0.0004,0.0009,-58.27
1788360068543,-0.0003,0.0000,-0.0005,0.0006,-58.27
1788360068561,0.0006,0.0000,0.0004,0.0008,-58.27
1788360068581,0.0001,0.0005,-0.0005,0.0007,-44.01
1788360068601,0.0006,-0.0000,-0.0009,0.0011,-44.01
1788360068619,0.0001,-0.0005,0.0000,0.0005,-44.01
1788360068637,0.0010,0.0000,0.0000,0.0010,-44.01
1788360068657,0.0000,-0.0004,0.0000,0.0004,-51.75
1788360068675,0.0010,0.0010,0.0005,0.0014,-51.75
1788360068694,0.0004,-0.0005,0.0000,0.0006,-51.75
1788360068713,-0.0000,-0.0005,0.0005,0.0007,-58.44
1788360068733,0.0014,0.0000,0.0009,0.0016,-58.44
1788360068750,-0.0010,0.0009,-0.0005,0.0015,-58.44
1788360068769,-0.0001,-0.0000,-0.0005,0.0005,-58.44
1788360068787,0.0004,-0.0010,0.0004,0.0011,-38.62
1788360068807,-0.0015,0.0010,0.0009,0.0020,-38.62
1788360068825,0.0009,0.0005,0.0004,0.0011,-38.62
1788360068845,-0.0014,-0.0000,-0.0006,0.0016,-37.40
1788360068863,0.0014,-0.0010,-0.0001,0.0017,-37.40
1788360068882,0.0004,0.0005,0.0004,0.0008,-37.40
1788360068901,-0.0000,0.0005,-0.0001,0.0005,-38.02
1788360068919,0.0009,-0.0010,-0.0001,0.0013,-38.02
1788360068938,-0.0005,0.0000,-0.0005,0.0008,-38.02
1788360068957,0.0004,-0.0005,-0.0005,0.0008,-38.02
1788360068975,0.0004,-0.0005,-0.0000,0.0006,-37.88
1788360068994,-0.0001,0.0000,-0.0005,0.0005,-37.88
1788360069013,-0.0001,-0.0005,0.0005,0.0006,-37.88
1788360069032,-0.0005,0.0000,-0.0000,0.0005,-41.83
1788360069052,-0.0001,-0.0009,-0.0000,0.0009,-41.83
1788360069071,0.0004,0.0010,0.0004,0.0012,-41.83
1788360069089,-0.0005,-0.0004,0.0009,0.0011,-41.83
1788360069107,-0.0005,0.0000,-0.0005,0.0008,-43.95
1788360069126,0.0009,0.0005,-0.0005,0.0012,-43.95
1788360069146,-0.0005,-0.0005,-0.0005,0.0009,-43.95
1788360069164,-0.0010,-0.0009,-0.0005,0.0014,-46.72
1788360069183,0.0005,0.0005,-0.0000,0.0007,-46.72
1788360069201,-0.0005,-0.0005,-0.0005,0.0008,-46.72
1788360069221,-0.0005,-0.0005,0.0000,0.0007,-49.91
1788360069239,0.0005,0.0000,-0.0005,0.0007,-49.91
1788360069258,-0.0005,0.0000,0.0000,0.0005,-49.91
1788360069276,-0.0005,-0.0004,-0.0004,0.0008,-49.91
1788360069296,-0.0009,0.0001,0.0000,0.0009,-47.86
1788360069314,-0.0009,-0.0014,0.0005,0.0017,-47.86
1788360069333,-0.0009,0.0001,0.0000,0.0009,-47.86
1788360069352,-0.0008,-0.0004,-0.0005,0.0010,-30.12
1788360069372,0.0006,-0.0004,-0.0023,0.0024,-30.12
1788360069389,-0.0027,-0.0008,0.0053,0.0060,-30.12
1788360069408,0.0016,0.0006,-0.0057,0.0060,-30.12
1788360069426,0.0002,-0.0008,0.0001,0.0008,-21.19
1788360069446,0.0002,-0.0008,0.0006,0.0010,-21.19
1788360069464,-0.0003,-0.0012,0.0001,0.0013,-21.19
1788360069484,-0.0012,-0.0007,0.0010,0.0018,-33.13
1788360069502,0.0012,0.0003,-0.0004,0.0013,-33.13
