t,ax,ay,az,mag,db
1788359362952,0.0000,0.0000,0.0000,0.0000,-43.52
1788359362964,0.0007,0.0010,0.0000,0.0012,-43.52
1788359362982,0.0002,-0.0003,-0.0003,0.0005,-43.52
1788359363001,0.0001,0.0005,-0.0002,0.0006,-43.52
1788359363019,0.0005,0.0004,0.0006,0.0009,-43.52
1788359363038,0.0004,0.0003,-0.0007,0.0009,-43.52
1788359363057,-0.0001,0.0003,-0.0002,0.0004,-43.52
1788359363076,-0.0005,0.0003,-0.0006,0.0008,-160.00
1788359363095,0.0004,-0.0002,-0.0010,0.0011,-160.00
1788359363114,-0.0000,-0.0002,-0.0000,0.0002,-160.00
1788359363133,0.0004,-0.0001,0.0004,0.0006,-54.52
1788359363152,-0.0005,0.0003,-0.0005,0.0008,-54.52
1788359363170,-0.0000,-0.0002,0.0009,0.0009,-54.52
1788359363189,0.0004,-0.0002,-0.0001,0.0005,-48.32
1788359363208,0.0004,-0.0002,-0.0010,0.0011,-48.32
1788359363227,0.0004,0.0008,0.0005,0.0010,-48.32
1788359363246,-0.0001,-0.0011,0.0013,0.0017,-47.14
1788359363264,0.0003,-0.0006,-0.0001,0.0007,-47.14
1788359363284,0.0003,-0.0001,-0.0001,0.0004,-47.14
1788359363302,0.0008,-0.0001,0.0004,0.0009,-46.45
1788359363321,-0.0002,0.0004,0.0008,0.0009,-46.45
1788359363340,-0.0002,-0.0001,0.0008,0.0008,-46.45
1788359363358,-0.0006,-0.0006,-0.0007,0.0011,-46.45
1788359363377,-0.0006,0.0009,-0.0006,0.0012,-40.43
1788359363396,0.0003,0.0004,0.0008,0.0009,-40.43
1788359363415,-0.0006,0.0003,0.0012,0.0014,-40.43
1788359363434,-0.0001,-0.0006,0.0003,0.0007,-40.43
1788359363453,-0.0006,-0.0006,-0.0002,0.0009,-36.89
1788359363471,-0.0001,-0.0001,0.0007,0.0007,-36.89
1788359363490,-0.0001,-0.0001,0.0012,0.0012,-36.89
1788359363509,0.0009,0.0004,0.0007,0.0012,-37.93
1788359363528,-0.0001,-0.0006,-0.0003,0.0007,-37.93
1788359363547,-0.0001,-0.0001,0.0002,0.0002,-37.93
1788359363566,0.0014,0.0027,-0.0003,0.0030,-39.10
1788359363584,0.0004,-0.0012,-0.0163,0.0164,-39.10
1788359363604,0.0013,-0.0011,-0.0040,0.0044,-39.10
1788359363621,0.0004,0.0004,0.0056,0.0056,-18.11
1788359363641,-0.0025,0.0013,0.0068,0.0074,-18.11
1788359363659,-0.0019,-0.0006,0.0047,0.0051,-18.11
1788359363678,-0.0009,-0.0025,0.0012,0.0029,-18.11
1788359363697,-0.0004,0.0004,0.0012,0.0013,-18.11
1788359363717,-0.0004,-0.0001,0.0002,0.0005,-15.70
1788359363735,-0.0004,-0.0001,0.0007,0.0008,-15.70
1788359363754,0.0001,-0.0001,-0.0008,0.0008,-15.70
1788359363773,0.0010,-0.0010,0.0002,0.0015,-12.33
1788359363791,-0.0004,0.0004,0.0007,0.0009,-12.33
1788359363810,-0.0004,0.0009,0.0002,0.0010,-12.33
1788359363829,0.0001,0.0018,-0.0003,0.0018,-12.51
1788359363847,-0.0004,-0.0002,0.0007,0.0008,-12.51
1788359363866,0.0006,-0.0002,-0.0003,0.0007,-12.51
