t,ax,ay,az,mag,db
1788359453310,0.0000,0.0000,0.0000,0.0000,-51.44
1788359453318,0.0005,-0.0002,0.0002,0.0006,-51.44
1788359453337,0.0000,-0.0002,-0.0005,0.0005,-51.44
1788359453357,-0.0011,0.0002,0.0011,0.0016,-51.44
1788359453375,-0.0001,0.0006,0.0005,0.0008,-51.44
1788359453394,-0.0021,0.0001,-0.0004,0.0021,-51.44
1788359453413,-0.0001,-0.0003,0.0009,0.0010,-51.44
1788359453432,-0.0001,0.0001,0.0004,0.0004,-160.00
1788359453451,0.0003,0.0005,-0.0005,0.0008,-160.00
1788359453469,-0.0001,-0.0008,0.0008,0.0012,-160.00
1788359453488,0.0008,-0.0003,0.0003,0.0009,-59.37
1788359453507,-0.0002,0.0002,0.0003,0.0004,-59.37
1788359453525,-0.0002,0.0001,-0.0002,0.0003,-59.37
1788359453544,0.0003,0.0001,0.0003,0.0004,-57.50
1788359453564,0.0007,0.0001,-0.0002,0.0007,-57.50
1788359453582,-0.0007,-0.0003,-0.0002,0.0008,-57.50
1788359453601,0.0012,0.0001,0.0003,0.0012,-58.13
1788359453619,0.0006,0.0006,-0.0002,0.0009,-58.13
1788359453639,-0.0003,-0.0008,-0.0002,0.0009,-58.13
1788359453658,-0.0003,0.0006,0.0003,0.0007,-58.13
1788359453676,0.0002,0.0001,-0.0002,0.0003,-56.03
1788359453695,0.0006,-0.0004,0.0008,0.0011,-56.03
1788359453714,-0.0008,-0.0003,0.0012,0.0015,-56.03
1788359453732,-0.0008,0.0001,-0.0012,0.0014,-56.03
1788359453751,-0.0003,0.0001,-0.0002,0.0004,-43.38
1788359453769,-0.0012,-0.0004,0.0003,0.0013,-43.38
1788359453789,-0.0002,-0.0008,0.0003,0.0009,-43.38
1788359453808,-0.0012,-0.0013,0.0007,0.0019,-37.52
1788359453828,-0.0002,-0.0012,-0.0003,0.0013,-37.52
1788359453845,-0.0006,-0.0003,-0.0007,0.0010,-37.52
1788359453864,0.0013,0.0002,-0.0002,0.0013,-37.87
1788359453882,-0.0002,-0.0017,0.0007,0.0018,-37.87
1788359453903,-0.0011,-0.0007,0.0007,0.0015,-37.87
1788359453920,-0.0006,-0.0002,0.0002,0.0007,-39.66
1788359453939,-0.0006,-0.0006,0.0007,0.0011,-39.66
1788359453958,0.0004,0.0003,-0.0003,0.0006,-39.66
1788359453977,0.0004,-0.0002,-0.0008,0.0009,-41.98
1788359453997,-0.0006,-0.0002,-0.0007,0.0009,-41.98
1788359454014,-0.0006,-0.0001,-0.0002,0.0006,-41.98
1788359454034,-0.0001,0.0003,0.0002,0.0004,-41.98
1788359454052,0.0004,0.0017,0.0167,0.0168,-41.98
1788359454071,-0.0034,-0.0016,-0.0027,0.0046,-21.71
1788359454090,0.0019,-0.0016,-0.0054,0.0059,-21.71
1788359454111,0.0018,0.0008,-0.0057,0.0060,-21.71
1788359454127,0.0003,0.0003,-0.0032,0.0032,-13.80
1788359454146,-0.0002,0.0013,-0.0016,0.0021,-13.80
1788359454165,-0.0006,-0.0002,-0.0002,0.0007,-13.80
1788359454183,0.0013,-0.0002,-0.0006,0.0015,-16.28
1788359454202,0.0003,0.0003,0.0008,0.0009,-16.28
1788359454221,0.0003,0.0003,0.0008,0.0009,-16.28
1788359454240,0.0008,0.0008,0.0003,0.0011,-15.27
1788359454258,-0.0002,-0.0007,-0.0002,0.0007,-15.27
1788359454278,-0.0002,0.0003,-0.0002,0.0004,-15.27
1788359454297,0.0003,0.0003,-0.0002,0.0004,-12.85
1788359454315,0.0012,-0.0011,0.0003,0.0017,-12.85
1788359454338,0.0007,-0.0006,-0.0002,0.0010,-12.85
1788359454353,-0.0003,-0.0006,0.0003,0.0007,-12.85
1788359454371,0.0016,0.0008,-0.0002,0.0018,-12.85
1788359454390,0.0006,-0.0001,-0.0002,0.0007,-18.42
1788359454409,0.0016,-0.0001,0.0008,0.0017,-18.42
1788359454428,-0.0004,0.0008,-0.0016,0.0019,-18.42
1788359454448,-0.0004,-0.0002,0.0003,0.0005,-14.68
1788359454466,0.0006,-0.0006,0.0003,0.0009,-14.68
1788359454484,0.0020,0.0013,-0.0030,0.0038,-14.68
1788359454503,-0.0024,-0.0011,-0.0001,0.0026,-15.00
1788359454521,0.0001,-0.0006,0.0032,0.0033,-15.00
1788359454541,-0.0004,0.0008,0.0003,0.0010,-15.00
1788359454560,-0.0009,-0.0001,0.0003,0.0009,-24.15
1788359454579,-0.0004,0.0018,0.0012,0.0022,-24.15
1788359454598,-0.0003,0.0012,-0.0007,0.0015,-24.15
1788359454616,-0.0003,0.0002,0.0003,0.0005,-32.10
1788359454635,0.0001,-0.0021,-0.0002,0.0021,-32.10
1788359454654,0.0001,0.0003,-0.0002,0.0004,-32.10
1788359454673,0.0006,0.0007,-0.0012,0.0015,-32.10
1788359454693,0.0001,0.0003,0.0003,0.0004,-32.10
1788359454710,0.0001,-0.0016,0.0012,0.0020,-35.37
1788359454729,-0.0004,0.0008,-0.0007,0.0011,-35.37
1788359454748,0.0006,0.0008,0.0007,0.0012,-35.37
1788359454766,-0.0004,-0.0002,0.0002,0.0005,-38.66
1788359454785,0.0006,-0.0002,0.0002,0.0006,-38.66
1788359454804,0.0001,-0.0002,-0.0002,0.0003,-38.66
1788359454823,-0.0004,0.0003,-0.0002,0.0005,-45.32
1788359454842,-0.0004,-0.0002,0.0002,0.0005,-45.32
1788359454861,-0.0004,0.0008,0.0007,0.0011,-45.32
1788359454879,-0.0004,-0.0007,-0.0003,0.0008,-53.48
1788359454898,-0.0008,-0.0002,-0.0007,0.0011,-53.48
1788359454917,-0.0003,-0.0002,0.0002,0.0004,-53.48
1788359454936,0.0002,0.0003,0.0002,0.0004,-53.48
1788359454959,-0.0003,-0.0006,0.0002,0.0007,-52.79
1788359454972,0.0003,-0.0001,0.0012,0.0012,-52.79
1788359454992,0.0008,-0.0001,-0.0017,0.0019,-52.79
1788359455010,-0.0017,0.0008,0.0012,0.0022,-52.79
