t,ax,ay,az,mag,db
1788360209118,0.0000,0.0000,0.0000,0.0000,-57.95
1788360209128,-0.0002,-0.0005,0.0002,0.0006,-57.95
1788360209147,0.0008,0.0000,0.0002,0.0008,-57.95
1788360209165,0.0002,0.0004,0.0005,0.0007,-57.95
1788360209183,-0.0010,0.0015,-0.0004,0.0018,-57.95
1788360209203,0.0004,-0.0004,0.0001,0.0006,-57.95
1788360209222,-0.0001,-0.0016,0.0001,0.0016,-57.95
1788360209241,-0.0001,-0.0006,0.0005,0.0007,-160.00
1788360209259,0.0008,-0.0009,-0.0009,0.0015,-160.00
1788360209278,0.0003,-0.0004,-0.0003,0.0006,-160.00
1788360209297,0.0003,0.0005,0.0010,0.0012,-58.85
1788360209316,0.0002,-0.0004,0.0000,0.0005,-58.85
1788360209334,-0.0007,0.0001,-0.0004,0.0008,-58.85
1788360209353,0.0007,-0.0013,0.0001,0.0015,-58.70
1788360209372,-0.0011,0.0001,-0.0008,0.0014,-58.70
1788360209391,-0.0002,-0.0003,0.0001,0.0004,-58.70
1788360209409,-0.0001,-0.0007,0.0006,0.0010,-58.70
1788360209428,-0.0001,-0.0002,-0.0004,0.0005,-53.19
1788360209447,-0.0001,0.0016,-0.0004,0.0017,-53.19
1788360209466,-0.0001,0.0006,-0.0003,0.0007,-53.19
1788360209484,-0.0010,0.0011,0.0001,0.0015,-51.30
1788360209504,-0.0005,0.0001,0.0001,0.0005,-51.30
1788360209522,0.0004,0.0005,0.0006,0.0009,-51.30
1788360209541,-0.0005,-0.0009,0.0001,0.0010,-51.30
1788360209560,-0.0000,0.0010,0.0001,0.0010,-41.30
1788360209579,0.0004,-0.0014,-0.0008,0.0017,-41.30
1788360209597,0.0004,0.0001,-0.0008,0.0009,-41.30
1788360209618,0.0009,-0.0009,0.0002,0.0013,-36.76
1788360209635,0.0004,0.0006,0.0002,0.0007,-36.76
1788360209654,-0.0001,0.0001,0.0011,0.0011,-36.76
1788360209672,0.0009,0.0001,-0.0004,0.0009,-37.98
1788360209692,0.0004,0.0005,0.0006,0.0009,-37.98
1788360209710,0.0004,-0.0004,0.0001,0.0006,-37.98
1788360209730,-0.0001,0.0001,-0.0004,0.0004,-37.98
1788360209748,-0.0006,-0.0004,-0.0008,0.0011,-39.95
1788360209767,-0.0010,0.0001,0.0011,0.0015,-39.95
1788360209786,-0.0010,-0.0009,0.0001,0.0013,-39.95
1788360209806,-0.0014,0.0006,0.0006,0.0016,-42.43
1788360209823,0.0005,0.0001,-0.0009,0.0010,-42.43
1788360209842,0.0009,-0.0004,-0.0004,0.0011,-42.43
1788360209861,0.0004,-0.0004,-0.0004,0.0007,-42.43
1788360209880,-0.0000,0.0001,0.0001,0.0002,-45.29
1788360209899,0.0004,0.0006,0.0001,0.0007,-45.29
1788360209918,0.0004,0.0001,-0.0003,0.0006,-45.29
1788360209937,-0.0001,0.0001,0.0006,0.0006,-48.30
1788360209955,-0.0001,0.0006,0.0006,0.0008,-48.30
1788360209974,-0.0005,-0.0004,0.0010,0.0012,-48.30
1788360209993,-0.0010,0.0001,-0.0009,0.0013,-47.70
1788360210011,-0.0009,0.0005,0.0001,0.0011,-47.70
1788360210030,0.0005,0.0001,-0.0004,0.0007,-47.70
1788360210049,-0.0009,-0.0009,-0.0008,0.0015,-47.70
1788360210068,0.0010,-0.0004,-0.0003,0.0011,-46.60
1788360210087,0.0010,-0.0008,0.0006,0.0014,-46.60
1788360210106,0.0010,0.0001,0.0006,0.0011,-46.60
1788360210124,0.0000,-0.0008,-0.0004,0.0009,-49.97
1788360210143,-0.0009,-0.0008,-0.0008,0.0015,-49.97
1788360210162,0.0000,0.0002,0.0006,0.0006,-49.97
1788360210182,0.0005,0.0002,0.0006,0.0008,-49.97
1788360210199,-0.0005,-0.0007,-0.0004,0.0010,-54.17
1788360210218,-0.0009,0.0002,-0.0004,0.0010,-54.17
1788360210237,0.0001,-0.0002,0.0001,0.0003,-54.17
1788360210256,0.0010,-0.0002,-0.0004,0.0011,-48.82
1788360210275,0.0010,-0.0007,0.0001,0.0012,-48.82
1788360210294,0.0000,-0.0011,-0.0008,0.0014,-48.82
1788360210312,-0.0004,-0.0006,0.0002,0.0008,-49.88
1788360210331,-0.0004,0.0003,0.0006,0.0008,-49.88
1788360210350,-0.0009,0.0008,0.0001,0.0012,-49.88
1788360210369,0.0001,-0.0002,0.0001,0.0002,-49.88
1788360210387,0.0001,0.0008,0.0011,0.0013,-47.17
1788360210406,0.0006,0.0007,0.0006,0.0011,-47.17
1788360210425,0.0010,0.0002,0.0005,0.0012,-47.17
1788360210444,0.0005,0.0007,0.0000,0.0009,-49.34
1788360210463,0.0005,-0.0007,-0.0004,0.0010,-49.34
1788360210482,0.0005,-0.0003,-0.0004,0.0007,-49.34
1788360210500,0.0005,0.0007,0.0001,0.0009,-49.34
1788360210519,0.0000,0.0007,0.0001,0.0007,-48.12
1788360210538,0.0014,-0.0003,0.0001,0.0015,-48.12
1788360210557,-0.0000,-0.0007,0.0005,0.0009,-48.12
1788360210575,0.0014,-0.0002,0.0005,0.0015,-52.08
1788360210595,0.0004,0.0002,-0.0004,0.0007,-52.08
1788360210613,-0.0010,0.0002,-0.0004,0.0011,-52.08
1788360210633,0.0005,0.0002,0.0001,0.0005,-50.00
1788360210651,0.0004,-0.0002,0.0005,0.0007,-50.00
1788360210670,-0.0010,0.0007,0.0000,0.0012,-50.00
1788360210689,-0.0010,-0.0003,-0.0009,0.0013,-50.00
