t,ax,ay,az,mag,db
1788360175340,0.0000,0.0000,0.0000,0.0000,-38.32
1788360175354,0.0010,-0.0005,-0.0002,0.0011,-38.32
1788360175374,0.0006,0.0003,0.0002,0.0007,-38.32
1788360175393,-0.0002,0.0002,0.0005,0.0006,-38.32
1788360175410,-0.0002,-0.0006,-0.0004,0.0007,-38.32
1788360175433,0.0003,-0.0001,-0.0007,0.0008,-38.32
1788360175448,-0.0002,0.0008,-0.0002,0.0008,-160.00
1788360175467,0.0003,-0.0002,0.0002,0.0004,-160.00
1788360175485,0.0007,-0.0006,0.0002,0.0009,-160.00
1788360175505,0.0006,0.0012,0.0011,0.0017,-59.17
1788360175524,0.0010,-0.0002,0.0001,0.0010,-59.17
1788360175542,0.0013,0.0011,0.0001,0.0018,-59.17
1788360175561,0.0008,0.0001,0.0001,0.0008,-59.17
1788360175581,-0.0002,0.0001,-0.0013,0.0013,-58.95
1788360175599,-0.0002,0.0001,0.0011,0.0011,-58.95
1788360175618,-0.0011,0.0001,0.0001,0.0011,-58.95
1788360175637,0.0004,-0.0003,-0.0004,0.0006,-59.52
1788360175655,-0.0006,0.0011,-0.0004,0.0013,-59.52
1788360175674,-0.0010,0.0001,-0.0003,0.0010,-59.52
1788360175693,-0.0000,0.0010,-0.0012,0.0016,-60.98
1788360175711,-0.0000,0.0010,0.0002,0.0010,-60.98
1788360175731,0.0009,0.0005,0.0007,0.0012,-60.98
1788360175749,0.0004,-0.0005,0.0006,0.0009,-60.98
1788360175769,0.0009,-0.0005,0.0001,0.0010,-41.63
1788360175787,-0.0015,0.0000,0.0011,0.0018,-41.63
1788360175806,-0.0010,0.0000,0.0001,0.0010,-41.63
1788360175825,0.0000,0.0005,0.0006,0.0007,-37.59
1788360175844,-0.0009,0.0005,-0.0004,0.0011,-37.59
1788360175862,0.0005,-0.0000,-0.0009,0.0010,-37.59
1788360175882,0.0000,-0.0005,0.0001,0.0005,-37.59
1788360175899,-0.0004,0.0005,-0.0008,0.0010,-38.32
1788360175918,0.0005,0.0004,0.0006,0.0009,-38.32
1788360175937,-0.0005,-0.0000,0.0001,0.0005,-38.32
1788360175956,0.0005,-0.0000,-0.0004,0.0006,-40.34
1788360175975,-0.0004,-0.0001,0.0001,0.0005,-40.34
1788360175995,0.0005,-0.0000,-0.0004,0.0006,-40.34
1788360176012,0.0010,-0.0001,0.0001,0.0010,-42.72
1788360176032,-0.0000,-0.0001,0.0001,0.0001,-42.72
1788360176051,-0.0005,-0.0015,-0.0003,0.0016,-42.72
1788360176070,0.0000,0.0004,0.0001,0.0005,-42.72
1788360176087,0.0005,-0.0005,0.0006,0.0009,-45.73
1788360176106,0.0005,0.0009,-0.0004,0.0011,-45.73
1788360176125,0.0000,0.0009,0.0006,0.0011,-45.73
1788360176145,-0.0005,0.0004,0.0006,0.0008,-48.56
1788360176163,0.0000,-0.0001,0.0006,0.0006,-48.56
1788360176182,0.0005,-0.0006,0.0005,0.0009,-48.56
1788360176201,-0.0000,-0.0001,-0.0004,0.0004,-48.56
1788360176219,0.0005,-0.0001,-0.0004,0.0006,-52.26
1788360176239,-0.0010,0.0008,-0.0004,0.0013,-52.26
1788360176257,0.0000,-0.0011,0.0001,0.0011,-52.26
1788360176276,0.0000,0.0004,0.0006,0.0007,-54.03
1788360176295,0.0009,-0.0006,0.0001,0.0011,-54.03
1788360176313,-0.0000,-0.0006,0.0005,0.0008,-54.03
1788360176332,0.0004,0.0013,0.0000,0.0014,-52.85
1788360176351,0.0004,0.0013,-0.0004,0.0014,-52.85
1788360176370,0.0004,-0.0002,0.0001,0.0005,-52.85
1788360176393,-0.0001,-0.0001,-0.0004,0.0004,-52.85
1788360176409,-0.0000,-0.0006,-0.0004,0.0007,-52.29
1788360176426,-0.0005,-0.0015,0.0001,0.0016,-52.29
1788360176446,-0.0005,0.0004,0.0006,0.0008,-52.29
1788360176464,-0.0009,0.0013,0.0001,0.0016,-55.85
1788360176483,-0.0004,-0.0006,0.0005,0.0009,-55.85
1788360176502,-0.0009,0.0008,0.0005,0.0013,-55.85
1788360176521,0.0005,-0.0001,-0.0004,0.0007,-55.85
1788360176539,-0.0004,-0.0001,0.0000,0.0005,-51.11
1788360176559,0.0001,-0.0006,0.0000,0.0006,-51.11
1788360176577,0.0005,-0.0011,-0.0014,0.0018,-51.11
1788360176597,0.0005,-0.0015,0.0001,0.0016,-43.79
1788360176615,-0.0009,-0.0005,-0.0004,0.0011,-43.79
1788360176634,0.0001,0.0004,-0.0004,0.0006,-43.79
1788360176652,0.0001,0.0004,0.0006,0.0007,-48.45
1788360176671,0.0005,0.0004,0.0006,0.0009,-48.45
1788360176690,-0.0004,0.0009,0.0005,0.0011,-48.45
1788360176709,-0.0004,0.0004,0.0001,0.0005,-48.45
1788360176727,-0.0004,-0.0001,0.0005,0.0007,-53.93
1788360176747,0.0010,0.0008,-0.0004,0.0014,-53.93
1788360176766,-0.0004,-0.0006,0.0000,0.0007,-53.93
1788360176784,0.0001,-0.0006,0.0000,0.0006,-53.93
1788360176803,-0.0004,0.0003,-0.0009,0.0010,-57.75
1788360176822,-0.0004,0.0003,-0.0009,0.0010,-57.75
1788360176840,-0.0004,-0.0002,0.0006,0.0007,-57.75
1788360176859,0.0001,0.0003,-0.0004,0.0005,-59.11
1788360176877,0.0006,0.0003,-0.0004,0.0008,-59.11
1788360176896,-0.0008,-0.0002,0.0001,0.0008,-59.11
1788360176915,0.0002,-0.0002,0.0001,0.0002,-59.36
1788360176934,-0.0003,0.0003,0.0001,0.0005,-59.36
1788360176953,-0.0008,0.0003,-0.0008,0.0012,-59.36
1788360176973,-0.0003,-0.0011,-0.0003,0.0012,-58.99
1788360176990,0.0007,0.0008,0.0001,0.0011,-58.99
1788360177012,0.0002,0.0003,-0.0008,0.0009,-58.99
1788360177027,-0.0003,-0.0007,-0.0036,0.0037,-58.99
1788360177047,0.0007,-0.0007,-0.0007,0.0011,-35.68
1788360177066,-0.0013,-0.0002,0.0074,0.0075,-35.68
1788360177085,-0.0008,-0.0006,0.0062,0.0063,-35.68
1788360177103,0.0002,-0.0002,0.0013,0.0013,-35.68
1788360177122,0.0002,0.0027,-0.0021,0.0034,-27.37
1788360177141,0.0007,0.0007,-0.0020,0.0022,-27.37
1788360177161,-0.0003,-0.0012,-0.0038,0.0040,-27.37
1788360177179,-0.0003,-0.0026,-0.0018,0.0032,-31.20
1788360177197,0.0002,-0.0006,-0.0022,0.0023,-31.20
1788360177218,-0.0003,0.0003,-0.0007,0.0008,-31.20
1788360177235,-0.0007,-0.0001,0.0002,0.0008,-35.98
1788360177254,0.0007,-0.0002,0.0002,0.0008,-35.98
1788360177273,0.0002,-0.0006,-0.0007,0.0010,-35.98
1788360177291,-0.0007,0.0003,-0.0002,0.0008,-40.12
1788360177310,-0.0002,0.0008,0.0007,0.0011,-40.12
1788360177329,-0.0002,0.0008,0.0012,0.0014,-40.12
1788360177348,-0.0002,0.0002,0.0002,0.0004,-40.12
1788360177366,0.0003,0.0002,-0.0008,0.0008,-45.35
1788360177385,0.0003,-0.0007,0.0002,0.0008,-45.35
1788360177404,0.0003,-0.0012,0.0002,0.0012,-45.35
1788360177426,0.0007,0.0017,-0.0003,0.0019,-50.50
1788360177443,0.0002,0.0007,-0.0003,0.0008,-50.50
1788360177461,0.0002,0.0002,0.0002,0.0004,-50.50
1788360177480,0.0012,-0.0003,0.0002,0.0012,-50.50
1788360177498,0.0002,0.0002,0.0007,0.0007,-52.40
1788360177517,-0.0012,0.0002,0.0006,0.0014,-52.40
1788360177536,-0.0002,0.0002,-0.0003,0.0005,-52.40
1788360177555,0.0007,-0.0017,-0.0003,0.0018,-56.19
1788360177574,-0.0012,0.0008,-0.0003,0.0014,-56.19
1788360177592,-0.0002,-0.0002,0.0007,0.0007,-56.19
1788360177611,0.0003,-0.0007,0.0002,0.0008,-59.41
1788360177630,-0.0011,-0.0002,-0.0008,0.0014,-59.41
1788360177650,0.0008,-0.0002,0.0002,0.0008,-59.41
1788360177673,-0.0015,0.0003,0.0011,0.0019,-59.41
1788360177686,-0.0008,-0.0001,-0.0027,0.0028,-52.08
1788360177705,0.0047,-0.0001,0.0002,0.0047,-52.08
1788360177724,0.0009,0.0003,0.0021,0.0023,-52.08
1788360177743,-0.0012,-0.0011,0.0025,0.0030,-52.08
