t,ax,ay,az,mag,db
1788359128775,0.0000,0.0000,0.0000,0.0000,-42.88
1788359128794,-0.0017,0.0002,-0.0002,0.0017,-42.88
1788359128816,-0.0005,-0.0011,-0.0005,0.0013,-42.88
1788359128832,-0.0003,-0.0001,0.0004,0.0005,-42.88
1788359128851,-0.0007,0.0003,0.0003,0.0008,-42.88
1788359128870,-0.0001,-0.0006,0.0007,0.0009,-42.88
1788359128889,0.0011,-0.0009,0.0001,0.0015,-160.00
1788359128907,-0.0003,0.0001,-0.0007,0.0008,-160.00
1788359128927,0.0002,0.0001,-0.0007,0.0007,-160.00
1788359128945,-0.0007,-0.0004,-0.0001,0.0008,-53.29
1788359128964,0.0007,0.0010,-0.0001,0.0012,-53.29
1788359128983,0.0006,-0.0000,-0.0006,0.0008,-53.29
1788359129001,0.0010,-0.0005,-0.0001,0.0011,-47.44
1788359129021,-0.0018,-0.0004,-0.0001,0.0018,-47.44
1788359129040,-0.0007,0.0001,-0.0005,0.0009,-47.44
1788359129058,0.0007,0.0005,-0.0000,0.0009,-45.23
1788359129077,0.0002,-0.0009,-0.0005,0.0010,-45.23
1788359129095,0.0002,-0.0008,0.0000,0.0009,-45.23
1788359129115,0.0002,0.0001,0.0005,0.0005,-45.23
1788359129133,-0.0008,0.0001,0.0004,0.0009,-46.02
1788359129152,-0.0012,-0.0008,-0.0000,0.0014,-46.02
1788359129171,0.0003,0.0002,0.0009,0.0009,-46.02
1788359129190,0.0003,-0.0003,0.0004,0.0006,-46.02
1788359129208,0.0002,-0.0003,0.0004,0.0005,-41.53
1788359129230,0.0012,-0.0003,0.0008,0.0015,-41.53
1788359129246,0.0007,-0.0007,-0.0002,0.0010,-41.53
1788359129266,0.0006,0.0002,0.0008,0.0010,-37.22
1788359129284,0.0006,-0.0002,0.0003,0.0007,-37.22
1788359129303,0.0006,0.0003,0.0003,0.0007,-37.22
1788359129322,0.0001,0.0002,-0.0007,0.0007,-38.03
1788359129341,0.0006,-0.0002,-0.0002,0.0007,-38.03
1788359129360,0.0001,0.0002,-0.0002,0.0003,-38.03
1788359129378,-0.0008,-0.0002,-0.0002,0.0009,-39.41
1788359129396,-0.0008,-0.0002,0.0008,0.0012,-39.41
1788359129415,0.0006,-0.0007,-0.0007,0.0011,-39.41
1788359129434,-0.0003,-0.0002,-0.0030,0.0030,-39.41
1788359129453,-0.0013,-0.0011,0.0051,0.0054,-32.29
1788359129472,-0.0003,0.0003,-0.0012,0.0013,-32.29
1788359129491,0.0002,-0.0001,0.0007,0.0008,-32.29
1788359129509,-0.0003,-0.0016,-0.0002,0.0016,-32.29
1788359129529,0.0007,0.0004,0.0003,0.0008,-41.61
1788359129547,0.0011,0.0004,0.0003,0.0012,-41.61
1788359129567,0.0001,-0.0001,0.0002,0.0003,-41.61
1788359129585,0.0001,0.0004,-0.0002,0.0005,-47.23
1788359129604,0.0006,0.0008,-0.0002,0.0011,-47.23
1788359129622,-0.0004,-0.0011,-0.0002,0.0012,-47.23
1788359129641,0.0001,0.0004,-0.0002,0.0004,-44.21
1788359129660,-0.0004,-0.0006,-0.0002,0.0007,-44.21
1788359129679,0.0011,-0.0001,-0.0007,0.0013,-44.21
1788359129697,-0.0004,0.0004,-0.0002,0.0006,-42.74
1788359129716,0.0001,0.0004,0.0008,0.0009,-42.74
1788359129735,0.0002,0.0004,0.0003,0.0005,-42.74
1788359129754,0.0011,0.0004,-0.0002,0.0012,-42.74
1788359129773,-0.0003,0.0004,0.0003,0.0006,-41.86
1788359129791,-0.0008,-0.0001,0.0003,0.0009,-41.86
1788359129811,0.0011,-0.0011,0.0003,0.0016,-41.86
1788359129829,-0.0003,0.0009,-0.0002,0.0010,-41.86
1788359129848,-0.0003,-0.0001,-0.0002,0.0004,-43.30
