t,ax,ay,az,mag,db
1788359263134,0.0000,0.0000,0.0000,0.0000,-40.75
1788359263151,0.0002,-0.0010,0.0005,0.0011,-40.75
1788359263170,-0.0008,0.0000,-0.0003,0.0009,-40.75
1788359263189,-0.0006,0.0004,0.0005,0.0009,-40.75
1788359263208,-0.0001,-0.0005,0.0004,0.0006,-40.75
1788359263227,-0.0001,0.0004,-0.0001,0.0004,-40.75
1788359263246,-0.0005,-0.0001,-0.0001,0.0005,-160.00
1788359263264,0.0000,-0.0001,0.0008,0.0008,-160.00
1788359263283,0.0004,-0.0000,0.0007,0.0008,-160.00
1788359263302,0.0004,0.0004,0.0006,0.0009,-53.64
1788359263320,0.0008,0.0008,-0.0008,0.0014,-53.64
1788359263340,0.0007,0.0003,-0.0002,0.0008,-53.64
1788359263358,-0.0011,-0.0006,0.0011,0.0017,-49.36
1788359263377,0.0008,-0.0001,0.0001,0.0008,-49.36
1788359263396,-0.0002,-0.0001,-0.0012,0.0013,-49.36
1788359263415,0.0003,0.0017,-0.0002,0.0018,-46.57
1788359263434,0.0003,0.0007,-0.0011,0.0014,-46.57
1788359263453,-0.0011,-0.0003,-0.0006,0.0013,-46.57
1788359263471,0.0003,0.0007,0.0003,0.0008,-46.57
1788359263490,0.0003,0.0006,0.0008,0.0011,-47.84
1788359263509,-0.0002,0.0001,-0.0007,0.0007,-47.84
1788359263527,-0.0002,0.0001,-0.0006,0.0007,-47.84
1788359263547,0.0008,-0.0008,0.0008,0.0014,-47.84
1788359263565,-0.0002,-0.0003,0.0003,0.0005,-42.80
1788359263584,0.0003,0.0002,-0.0006,0.0007,-42.80
1788359263603,0.0003,-0.0003,-0.0006,0.0007,-42.80
1788359263622,-0.0007,0.0002,0.0008,0.0011,-37.30
1788359263641,-0.0002,0.0002,-0.0002,0.0003,-37.30
1788359263659,0.0003,-0.0012,0.0003,0.0013,-37.30
1788359263678,-0.0002,0.0007,-0.0006,0.0010,-37.08
1788359263696,0.0012,-0.0007,-0.0006,0.0016,-37.08
1788359263716,-0.0012,0.0002,-0.0001,0.0012,-37.08
1788359263734,0.0003,-0.0002,0.0004,0.0005,-38.93
1788359263754,0.0008,-0.0007,-0.0006,0.0012,-38.93
1788359263772,0.0003,0.0003,-0.0006,0.0007,-38.93
1788359263791,-0.0007,-0.0002,0.0013,0.0015,-38.93
1788359263810,-0.0016,0.0007,-0.0001,0.0018,-40.96
1788359263829,-0.0001,0.0007,0.0008,0.0011,-40.96
1788359263847,0.0022,-0.0003,-0.0002,0.0022,-40.96
1788359263866,-0.0002,-0.0003,0.0003,0.0005,-40.96
1788359263885,0.0007,-0.0007,0.0013,0.0016,-42.27
1788359263905,-0.0002,0.0002,0.0007,0.0008,-42.27
1788359263924,-0.0002,-0.0007,0.0012,0.0014,-42.27
1788359263941,0.0012,0.0007,-0.0003,0.0014,-44.13
1788359263960,0.0012,0.0007,0.0002,0.0014,-44.13
1788359263979,0.0002,-0.0003,-0.0012,0.0013,-44.13
1788359263998,0.0011,-0.0008,-0.0007,0.0015,-44.46
1788359264017,-0.0003,-0.0007,0.0012,0.0015,-44.46
1788359264035,-0.0017,0.0002,0.0073,0.0075,-44.46
1788359264054,0.0011,0.0007,-0.0099,0.0100,-30.90
1788359264073,0.0006,-0.0012,0.0022,0.0026,-30.90
1788359264092,0.0001,-0.0007,-0.0016,0.0018,-30.90
1788359264111,-0.0003,0.0007,0.0008,0.0011,-30.90
1788359264130,-0.0003,-0.0003,0.0003,0.0005,-37.26
1788359264148,-0.0003,-0.0003,-0.0002,0.0005,-37.26
1788359264168,-0.0008,-0.0007,-0.0007,0.0013,-37.26
1788359264185,0.0007,-0.0007,0.0003,0.0010,-37.26
1788359264205,0.0002,-0.0012,0.0003,0.0012,-44.80
1788359264224,0.0001,-0.0002,-0.0002,0.0003,-44.80
1788359264243,0.0001,-0.0007,-0.0002,0.0007,-44.80
1788359264261,0.0006,-0.0002,0.0008,0.0010,-43.23
1788359264281,0.0006,0.0008,-0.0007,0.0012,-43.23
1788359264298,0.0010,-0.0007,0.0003,0.0013,-43.23
1788359264318,-0.0013,0.0003,0.0031,0.0034,-34.60
1788359264336,-0.0004,0.0003,-0.0031,0.0032,-34.60
1788359264357,0.0006,-0.0002,0.0007,0.0010,-34.60
1788359264374,0.0020,-0.0002,-0.0007,0.0021,-40.52
1788359264394,-0.0004,-0.0011,0.0003,0.0012,-40.52
1788359264411,-0.0009,-0.0001,0.0003,0.0009,-40.52
1788359264431,-0.0008,-0.0001,0.0003,0.0009,-40.52
1788359264449,0.0006,0.0008,-0.0002,0.0010,-42.14
1788359264468,0.0001,-0.0002,0.0007,0.0008,-42.14
1788359264487,-0.0004,0.0012,0.0002,0.0013,-42.14
1788359264505,-0.0008,-0.0007,-0.0007,0.0013,-42.14
1788359264525,0.0011,0.0003,0.0002,0.0012,-37.29
1788359264543,0.0011,0.0003,-0.0007,0.0013,-37.29
1788359264562,-0.0013,-0.0002,-0.0007,0.0015,-37.29
1788359264581,-0.0004,0.0003,-0.0002,0.0005,-39.31
1788359264600,-0.0013,0.0007,-0.0007,0.0016,-39.31
1788359264619,0.0006,0.0002,-0.0006,0.0009,-39.31
1788359264637,0.0006,0.0007,0.0003,0.0010,-43.93
1788359264656,-0.0003,0.0002,-0.0001,0.0004,-43.93
1788359264676,0.0001,-0.0003,-0.0006,0.0007,-43.93
1788359264694,0.0006,-0.0003,-0.0001,0.0007,-46.03
1788359264713,-0.0008,0.0002,0.0004,0.0009,-46.03
1788359264731,-0.0004,0.0002,-0.0001,0.0004,-46.03
1788359264751,-0.0003,0.0007,-0.0001,0.0008,-46.03
1788359264770,-0.0003,0.0002,0.0008,0.0009,-45.45
1788359264789,0.0002,0.0011,-0.0006,0.0013,-45.45
1788359264807,-0.0013,-0.0008,-0.0001,0.0015,-45.45
1788359264825,0.0007,-0.0008,0.0003,0.0011,-45.45
