t,ax,ay,az,mag,db
1788360481342,0.0000,0.0000,0.0000,0.0000,-35.40
1788360481355,0.0005,-0.0000,0.0002,0.0005,-35.40
1788360481374,-0.0010,0.0010,-0.0005,0.0015,-35.40
1788360481393,0.0044,-0.0004,-0.0022,0.0049,-35.40
1788360481412,-0.0047,-0.0007,-0.0018,0.0051,-35.40
1788360481431,-0.0051,0.0023,0.0038,0.0068,-35.40
1788360481449,0.0031,-0.0010,-0.0001,0.0033,-160.00
1788360481469,-0.0020,0.0009,0.0016,0.0027,-160.00
1788360481487,0.0004,-0.0014,-0.0003,0.0015,-160.00
1788360481506,0.0004,-0.0008,0.0002,0.0009,-160.00
1788360481525,-0.0006,-0.0003,0.0002,0.0007,-58.04
1788360481543,0.0004,-0.0007,0.0002,0.0008,-58.04
1788360481562,0.0003,-0.0007,0.0001,0.0008,-58.04
1788360481581,-0.0001,-0.0002,0.0001,0.0003,-59.15
1788360481600,-0.0001,0.0003,0.0001,0.0004,-59.15
1788360481619,-0.0001,0.0008,0.0001,0.0008,-59.15
1788360481637,0.0008,0.0012,0.0001,0.0014,-60.00
1788360481657,-0.0002,0.0007,-0.0004,0.0008,-60.00
1788360481675,0.0008,0.0002,0.0001,0.0008,-60.00
1788360481694,0.0003,0.0002,0.0006,0.0007,-59.71
1788360481713,0.0003,0.0001,0.0006,0.0006,-59.71
1788360481732,0.0007,-0.0003,-0.0004,0.0009,-59.71
1788360481751,0.0002,0.0006,0.0001,0.0007,-59.71
1788360481770,0.0007,-0.0008,0.0005,0.0012,-42.87
1788360481788,0.0002,-0.0008,-0.0004,0.0009,-42.87
1788360481807,0.0002,-0.0007,0.0010,0.0013,-42.87
1788360481826,-0.0008,0.0002,-0.0004,0.0009,-37.71
1788360481845,0.0002,0.0007,0.0005,0.0009,-37.71
1788360481863,-0.0003,-0.0003,0.0005,0.0007,-37.71
1788360481882,0.0002,0.0007,0.0014,0.0016,-37.71
1788360481901,0.0006,0.0011,-0.0000,0.0013,-38.36
1788360481920,-0.0008,0.0006,-0.0005,0.0012,-38.36
1788360481938,0.0001,0.0002,-0.0010,0.0010,-38.36
1788360481957,0.0006,-0.0008,0.0005,0.0011,-40.33
1788360481976,0.0015,0.0007,0.0000,0.0016,-40.33
1788360481995,-0.0004,-0.0003,0.0000,0.0005,-40.33
1788360482013,-0.0009,-0.0003,0.0005,0.0010,-40.19
1788360482034,0.0001,0.0002,0.0005,0.0005,-40.19
1788360482051,-0.0009,0.0007,-0.0010,0.0015,-40.19
1788360482071,0.0006,-0.0003,0.0005,0.0008,-40.19
1788360482089,-0.0009,0.0002,0.0005,0.0010,-43.89
1788360482108,0.0011,0.0002,-0.0014,0.0018,-43.89
1788360482126,0.0001,0.0007,-0.0009,0.0011,-43.89
1788360482147,-0.0004,-0.0008,-0.0004,0.0009,-43.89
1788360482165,0.0001,0.0002,-0.0004,0.0005,-46.50
1788360482183,-0.0004,-0.0007,-0.0004,0.0009,-46.50
1788360482202,-0.0004,-0.0002,0.0001,0.0004,-46.50
1788360482222,0.0001,0.0003,0.0001,0.0003,-44.13
1788360482239,0.0006,0.0012,0.0001,0.0013,-44.13
1788360482258,-0.0009,-0.0003,-0.0004,0.0010,-44.13
1788360482277,0.0006,-0.0017,0.0001,0.0018,-44.80
1788360482295,-0.0009,-0.0007,0.0001,0.0011,-44.80
1788360482314,0.0001,0.0008,0.0001,0.0008,-44.80
1788360482333,-0.0008,0.0007,-0.0004,0.0012,-50.99
1788360482352,0.0006,0.0002,0.0001,0.0007,-50.99
1788360482371,-0.0003,0.0007,0.0001,0.0008,-50.99
1788360482389,-0.0008,-0.0007,-0.0009,0.0014,-50.99
1788360482408,-0.0003,-0.0007,0.0011,0.0013,-51.35
1788360482427,0.0006,-0.0002,0.0001,0.0007,-51.35
1788360482446,0.0011,-0.0002,-0.0004,0.0012,-51.35
1788360482465,-0.0004,0.0008,-0.0004,0.0009,-51.35
1788360482484,-0.0004,0.0002,-0.0013,0.0014,-49.74
1788360482502,-0.0003,0.0007,-0.0003,0.0009,-49.74
1788360482521,-0.0003,0.0002,-0.0008,0.0009,-49.74
1788360482541,-0.0003,0.0002,0.0002,0.0004,-44.73
1788360482559,0.0001,0.0002,-0.0003,0.0004,-44.73
1788360482577,-0.0008,-0.0003,0.0007,0.0011,-44.73
1788360482597,0.0006,-0.0007,-0.0003,0.0010,-47.29
1788360482615,0.0006,0.0007,-0.0008,0.0012,-47.29
1788360482635,0.0011,-0.0003,-0.0003,0.0011,-47.29
1788360482653,0.0001,-0.0002,0.0002,0.0003,-37.32
1788360482672,0.0015,-0.0007,0.0002,0.0017,-37.32
1788360482690,0.0000,-0.0002,0.0002,0.0003,-37.32
1788360482710,0.0010,-0.0002,-0.0003,0.0010,-37.32
1788360482728,0.0009,-0.0002,-0.0003,0.0010,-36.48
1788360482747,-0.0010,-0.0011,-0.0003,0.0015,-36.48
1788360482767,0.0005,-0.0006,-0.0007,0.0011,-36.48
1788360482785,-0.0005,0.0004,-0.0007,0.0009,-36.48
1788360482805,0.0005,-0.0006,0.0007,0.0011,-45.00
1788360482822,-0.0005,-0.0001,0.0002,0.0005,-45.00
1788360482841,-0.0005,0.0004,-0.0007,0.0009,-45.00
1788360482860,0.0005,0.0008,-0.0007,0.0012,-49.82
1788360482879,-0.0005,0.0003,-0.0011,0.0013,-49.82
1788360482898,0.0005,0.0003,0.0003,0.0007,-49.82
1788360482916,0.0000,-0.0002,-0.0002,0.0002,-43.51
1788360482935,0.0000,-0.0006,-0.0002,0.0007,-43.51
