t,ax,ay,az,mag,db
1788360496622,0.0000,0.0000,0.0000,0.0000,-59.09
1788360496627,0.0002,0.0005,0.0005,0.0007,-59.09
1788360496644,0.0002,0.0000,0.0003,0.0004,-59.09
1788360496664,0.0001,-0.0004,0.0002,0.0005,-59.09
1788360496682,0.0001,0.0009,0.0002,0.0009,-59.09
1788360496701,-0.0003,0.0007,0.0002,0.0008,-59.09
1788360496720,-0.0011,-0.0006,0.0006,0.0014,-59.09
1788360496738,0.0003,0.0003,0.0005,0.0006,-160.00
1788360496758,-0.0006,-0.0002,-0.0000,0.0006,-160.00
1788360496776,0.0012,-0.0006,-0.0004,0.0014,-160.00
1788360496795,0.0006,-0.0001,0.0005,0.0008,-59.53
1788360496814,0.0006,-0.0005,-0.0000,0.0008,-59.53
1788360496833,0.0005,0.0004,-0.0000,0.0007,-59.53
1788360496852,0.0010,0.0004,-0.0005,0.0011,-59.53
1788360496870,-0.0000,-0.0006,0.0000,0.0006,-38.48
1788360496889,-0.0005,-0.0001,0.0005,0.0007,-38.48
1788360496908,-0.0004,-0.0005,-0.0005,0.0008,-38.48
1788360496927,0.0000,-0.0000,0.0005,0.0005,-31.59
1788360496945,0.0005,0.0009,0.0005,0.0011,-31.59
1788360496965,-0.0009,-0.0005,-0.0005,0.0012,-31.59
1788360496984,0.0014,-0.0015,0.0005,0.0021,-35.32
1788360497002,-0.0000,0.0000,0.0009,0.0009,-35.32
1788360497021,0.0004,0.0009,-0.0010,0.0014,-35.32
1788360497039,0.0004,-0.0001,-0.0005,0.0006,-35.32
1788360497058,0.0013,-0.0001,0.0000,0.0013,-32.30
1788360497077,0.0013,-0.0010,-0.0005,0.0017,-32.30
1788360497097,-0.0002,-0.0005,0.0005,0.0007,-32.30
1788360497115,0.0008,-0.0005,0.0009,0.0013,-27.12
1788360497134,-0.0007,0.0005,-0.0000,0.0008,-27.12
1788360497152,-0.0007,0.0000,0.0009,0.0011,-27.12
1788360497171,-0.0002,0.0005,-0.0005,0.0007,-27.12
1788360497190,-0.0002,-0.0000,-0.0010,0.0010,-29.85
1788360497209,-0.0006,-0.0000,0.0014,0.0015,-29.85
1788360497227,0.0003,-0.0005,-0.0001,0.0006,-29.85
1788360497246,-0.0006,-0.0009,-0.0005,0.0012,-30.75
1788360497266,0.0003,-0.0004,-0.0000,0.0005,-30.75
1788360497284,-0.0006,0.0005,-0.0000,0.0008,-30.75
1788360497303,0.0017,0.0000,0.0004,0.0018,-29.86
1788360497321,-0.0002,0.0000,0.0004,0.0005,-29.86
1788360497341,-0.0012,-0.0009,0.0009,0.0017,-29.86
1788360497359,-0.0007,0.0001,0.0004,0.0008,-29.86
1788360497380,-0.0011,0.0001,0.0004,0.0012,-32.60
1788360497397,0.0003,-0.0004,-0.0001,0.0005,-32.60
1788360497417,0.0017,-0.0004,0.0008,0.0020,-32.60
1788360497435,0.0012,0.0006,-0.0001,0.0014,-36.91
1788360497453,-0.0002,0.0001,-0.0001,0.0003,-36.91
1788360497472,-0.0016,0.0010,0.0003,0.0020,-36.91
1788360497491,-0.0002,0.0000,-0.0001,0.0002,-36.91
1788360497510,0.0003,-0.0004,-0.0001,0.0005,-40.83
1788360497529,0.0008,-0.0004,0.0013,0.0016,-40.83
1788360497547,0.0003,0.0001,-0.0006,0.0007,-40.83
1788360497566,-0.0002,0.0001,-0.0002,0.0003,-34.83
1788360497586,-0.0002,0.0001,-0.0002,0.0003,-34.83
1788360497604,-0.0002,0.0001,-0.0001,0.0002,-34.83
1788360497623,0.0012,0.0010,-0.0011,0.0019,-37.66
1788360497642,-0.0007,0.0000,0.0004,0.0008,-37.66
1788360497660,0.0003,-0.0018,-0.0001,0.0019,-37.66
1788360497679,-0.0016,-0.0004,-0.0006,0.0018,-37.66
1788360497698,-0.0011,-0.0008,0.0004,0.0015,-36.15
1788360497717,-0.0006,0.0001,-0.0006,0.0009,-36.15
1788360497736,0.0013,0.0001,-0.0001,0.0013,-36.15
1788360497754,0.0008,-0.0003,-0.0001,0.0008,-36.15
1788360497773,0.0007,-0.0003,0.0009,0.0012,-32.53
1788360497792,-0.0002,-0.0008,0.0004,0.0009,-32.53
1788360497811,-0.0002,0.0002,0.0008,0.0009,-32.53
1788360497829,0.0007,-0.0003,-0.0002,0.0008,-30.55
1788360497849,0.0002,0.0002,-0.0001,0.0003,-30.55
1788360497868,0.0007,-0.0003,-0.0001,0.0008,-30.55
1788360497885,-0.0007,0.0007,0.0013,0.0016,-33.78
1788360497906,0.0002,-0.0003,-0.0002,0.0004,-33.78
1788360497924,0.0012,-0.0007,0.0003,0.0014,-33.78
1788360497943,0.0002,-0.0002,-0.0011,0.0012,-44.75
1788360497961,-0.0003,0.0003,-0.0001,0.0004,-44.75
1788360497980,-0.0008,-0.0002,-0.0006,0.0010,-44.75
1788360497998,0.0002,-0.0002,0.0004,0.0005,-44.75
1788360498018,0.0016,0.0003,-0.0001,0.0016,-50.21
1788360498036,-0.0013,0.0007,0.0008,0.0017,-50.21
1788360498057,-0.0003,-0.0003,0.0003,0.0005,-50.21
1788360498074,0.0002,0.0012,0.0003,0.0012,-46.97
1788360498095,-0.0008,-0.0003,-0.0002,0.0008,-46.97
1788360498112,0.0007,-0.0012,0.0003,0.0014,-46.97
1788360498131,0.0011,0.0002,0.0008,0.0014,-46.97
1788360498151,0.0001,0.0007,0.0003,0.0007,-41.27
1788360498168,-0.0003,0.0011,-0.0002,0.0012,-41.27
1788360498187,0.0001,0.0006,-0.0002,0.0007,-41.27
1788360498206,-0.0003,0.0006,0.0007,0.0010,-46.87
1788360498224,0.0006,-0.0004,-0.0002,0.0007,-46.87
1788360498243,0.0006,0.0001,0.0003,0.0007,-46.87
1788360498261,0.0001,-0.0008,-0.0002,0.0008,-50.71
1788360498281,0.0010,-0.0003,0.0003,0.0011,-50.71
1788360498299,0.0005,0.0006,-0.0002,0.0009,-50.71
1788360498318,0.0000,-0.0003,0.0007,0.0008,-50.71
1788360498337,0.0000,0.0002,0.0002,0.0003,-54.00
1788360498356,0.0000,-0.0003,0.0002,0.0004,-54.00
1788360498374,0.0000,-0.0003,-0.0012,0.0012,-54.00
1788360498393,0.0005,-0.0003,0.0003,0.0006,-55.83
1788360498412,0.0019,-0.0008,-0.0002,0.0021,-55.83
1788360498431,0.0009,-0.0007,0.0007,0.0014,-55.83
1788360498450,0.0004,0.0007,-0.0002,0.0008,-55.83
1788360498470,-0.0006,0.0007,-0.0007,0.0011,-55.01
1788360498488,0.0013,0.0002,-0.0007,0.0015,-55.01
1788360498506,-0.0006,0.0002,0.0003,0.0007,-55.01
1788360498525,0.0003,0.0006,0.0012,0.0014,-50.28
1788360498544,-0.0006,0.0002,0.0012,0.0013,-50.28
1788360498563,-0.0006,0.0001,0.0002,0.0007,-50.28
1788360498583,-0.0006,0.0011,0.0007,0.0014,-55.13
1788360498600,-0.0001,0.0015,0.0002,0.0015,-55.13
1788360498619,0.0004,-0.0004,-0.0003,0.0006,-55.13
1788360498638,-0.0010,-0.0004,-0.0008,0.0014,-55.13
1788360498659,0.0013,0.0001,-0.0003,0.0014,-52.20
1788360498676,-0.0006,0.0006,0.0002,0.0008,-52.20
1788360498694,-0.0015,-0.0004,-0.0017,0.0023,-52.20
1788360498713,-0.0001,-0.0004,0.0012,0.0013,-52.20
1788360498732,0.0009,0.0001,-0.0003,0.0009,-54.33
1788360498752,-0.0001,-0.0004,-0.0007,0.0008,-54.33
1788360498770,0.0004,0.0011,-0.0002,0.0012,-54.33
1788360498789,-0.0015,-0.0008,-0.0002,0.0017,-59.46
1788360498808,-0.0000,0.0001,0.0007,0.0007,-59.46
1788360498826,0.0014,-0.0013,-0.0002,0.0019,-59.46
1788360498845,-0.0001,-0.0008,0.0007,0.0011,-57.04
1788360498864,-0.0001,0.0007,-0.0007,0.0010,-57.04
1788360498882,0.0004,-0.0003,-0.0002,0.0005,-57.04
1788360498901,0.0008,-0.0003,0.0007,0.0011,-57.66
1788360498921,-0.0006,-0.0012,-0.0002,0.0014,-57.66
1788360498939,0.0018,-0.0007,0.0007,0.0020,-57.66
1788360498958,0.0003,-0.0007,-0.0003,0.0008,-57.66
1788360498976,-0.0007,-0.0002,-0.0003,0.0008,-50.32
1788360498996,-0.0007,0.0003,0.0007,0.0010,-50.32
1788360499014,0.0003,-0.0007,0.0011,0.0014,-50.32
1788360499033,0.0003,0.0007,0.0002,0.0008,-56.03
1788360499052,0.0003,-0.0012,-0.0003,0.0012,-56.03
1788360499071,0.0008,-0.0002,-0.0003,0.0008,-56.03
1788360499091,0.0007,0.0003,-0.0012,0.0015,-56.03
1788360499108,-0.0012,0.0012,0.0002,0.0017,-54.78
1788360499127,0.0003,-0.0007,-0.0003,0.0008,-54.78
1788360499146,-0.0002,0.0007,-0.0007,0.0011,-54.78
1788360499165,-0.0007,0.0007,0.0002,0.0010,-54.91
1788360499183,0.0003,-0.0002,-0.0007,0.0008,-54.91
1788360499202,0.0003,-0.0002,-0.0002,0.0004,-54.91
1788360499222,0.0003,-0.0002,-0.0002,0.0004,-45.65
1788360499240,-0.0007,0.0002,-0.0007,0.0010,-45.65
1788360499259,-0.0002,-0.0007,0.0003,0.0008,-45.65
1788360499277,-0.0002,0.0003,-0.0007,0.0007,-45.65
1788360499296,0.0003,-0.0002,-0.0002,0.0004,-47.71
1788360499315,0.0008,0.0003,-0.0002,0.0008,-47.71
1788360499334,-0.0007,-0.0002,0.0008,0.0011,-47.71
1788360499353,0.0003,-0.0002,0.0003,0.0005,-41.20
1788360499372,-0.0002,0.0008,-0.0002,0.0008,-41.20
1788360499391,-0.0006,0.0002,0.0008,0.0010,-41.20
