t,ax,ay,az,mag,db
1788358563515,0.0000,0.0000,0.0000,0.0000,-45.88
1788358563528,0.0005,-0.0005,0.0002,0.0007,-45.88
1788358563546,0.0010,-0.0000,0.0005,0.0011,-45.88
1788358563566,0.0007,-0.0004,0.0007,0.0011,-45.88
1788358563584,0.0010,0.0001,-0.0002,0.0010,-45.88
1788358563603,-0.0012,0.0001,-0.0002,0.0012,-45.88
1788358563622,0.0002,0.0001,-0.0001,0.0003,-45.88
1788358563641,0.0002,0.0005,-0.0001,0.0005,-160.00
1788358563660,0.0002,0.0004,0.0003,0.0006,-160.00
1788358563679,0.0006,0.0008,0.0003,0.0011,-160.00
1788358563697,0.0001,-0.0001,0.0003,0.0003,-53.19
1788358563716,0.0010,-0.0001,-0.0002,0.0010,-53.19
1788358563736,-0.0000,-0.0006,0.0007,0.0009,-53.19
1788358563753,-0.0009,-0.0001,0.0002,0.0009,-47.33
1788358563773,0.0001,-0.0001,0.0011,0.0011,-47.33
1788358563791,0.0001,-0.0001,-0.0003,0.0003,-47.33
1788358563810,-0.0008,0.0008,-0.0003,0.0012,-45.43
1788358563829,0.0001,0.0003,-0.0003,0.0005,-45.43
1788358563847,0.0020,0.0003,-0.0003,0.0020,-45.43
1788358563868,0.0005,-0.0002,-0.0007,0.0009,-45.43
1788358563885,-0.0000,0.0003,0.0002,0.0004,-48.15
1788358563904,-0.0000,0.0008,-0.0007,0.0010,-48.15
1788358563923,-0.0000,-0.0002,-0.0007,0.0007,-48.15
1788358563942,-0.0000,0.0003,0.0003,0.0004,-48.15
1788358563961,-0.0000,0.0003,-0.0002,0.0003,-42.07
1788358563979,-0.0000,-0.0002,-0.0011,0.0011,-42.07
1788358563998,0.0009,-0.0007,0.0003,0.0012,-42.07
1788358564017,-0.0000,0.0008,-0.0002,0.0008,-37.58
1788358564036,0.0004,0.0003,-0.0002,0.0005,-37.58
1788358564054,-0.0000,-0.0002,0.0003,0.0004,-37.58
1788358564075,-0.0010,0.0007,0.0003,0.0013,-37.75
1788358564092,-0.0005,0.0007,0.0008,0.0012,-37.75
1788358564111,0.0010,0.0002,0.0003,0.0010,-37.75
1788358564130,0.0009,-0.0003,-0.0011,0.0015,-38.83
1788358564149,-0.0000,0.0007,-0.0002,0.0007,-38.83
1788358564167,0.0004,-0.0007,-0.0006,0.0011,-38.83
1788358564186,0.0004,0.0016,-0.0001,0.0017,-38.83
1788358564205,-0.0005,-0.0012,0.0003,0.0014,-40.45
1788358564224,0.0009,0.0002,-0.0001,0.0009,-40.45
1788358564243,0.0009,-0.0003,0.0003,0.0010,-40.45
1788358564262,-0.0006,-0.0003,-0.0006,0.0009,-40.45
1788358564280,-0.0001,-0.0007,0.0003,0.0008,-40.59
1788358564299,-0.0001,-0.0002,-0.0006,0.0007,-40.59
1788358564317,-0.0000,0.0002,0.0008,0.0009,-40.59
1788358564336,0.0009,0.0002,0.0003,0.0010,-42.06
1788358564356,-0.0001,-0.0003,-0.0002,0.0003,-42.06
1788358564374,-0.0010,-0.0002,-0.0002,0.0011,-42.06
1788358564393,-0.0010,0.0007,0.0008,0.0014,-44.15
1788358564412,-0.0005,0.0007,-0.0006,0.0011,-44.15
1788358564431,0.0010,0.0002,0.0003,0.0010,-44.15
1788358564449,-0.0000,-0.0003,0.0008,0.0008,-41.69
1788358564469,-0.0020,0.0011,-0.0035,0.0042,-41.69
1788358564487,0.0046,-0.0017,0.0098,0.0110,-41.69
1788358564506,-0.0021,-0.0003,0.0020,0.0029,-41.69
1788358564525,-0.0002,0.0026,-0.0038,0.0046,-29.38
1788358564544,-0.0006,0.0001,-0.0051,0.0051,-29.38
1788358564562,-0.0001,-0.0013,0.0012,0.0018,-29.38
1788358564582,0.0003,0.0002,0.0017,0.0017,-29.38
1788358564600,0.0008,-0.0008,-0.0007,0.0013,-36.50
1788358564619,0.0003,-0.0003,-0.0007,0.0008,-36.50
