t,ax,ay,az,mag,db
1788358551403,0.0000,0.0000,0.0000,0.0000,-47.04
1788358551417,-0.0000,-0.0007,0.0000,0.0007,-47.04
1788358551437,0.0001,0.0002,0.0000,0.0002,-47.04
1788358551455,0.0019,-0.0002,-0.0015,0.0024,-47.04
1788358551474,-0.0019,0.0002,0.0012,0.0023,-47.04
1788358551493,0.0008,-0.0006,-0.0002,0.0011,-47.04
1788358551512,0.0003,0.0007,0.0006,0.0010,-160.00
1788358551531,0.0007,0.0006,0.0005,0.0011,-160.00
1788358551549,0.0019,0.0001,-0.0008,0.0021,-160.00
1788358551569,-0.0005,-0.0003,0.0010,0.0012,-54.85
1788358551587,0.0004,-0.0003,-0.0004,0.0007,-54.85
1788358551607,-0.0000,-0.0003,-0.0004,0.0005,-54.85
1788358551625,0.0004,-0.0007,0.0006,0.0010,-54.85
1788358551644,-0.0005,0.0002,-0.0004,0.0007,-47.48
1788358551663,0.0004,0.0011,-0.0004,0.0013,-47.48
1788358551681,-0.0005,0.0011,-0.0003,0.0012,-47.48
1788358551700,-0.0005,0.0006,-0.0003,0.0008,-46.71
1788358551719,-0.0005,0.0001,0.0006,0.0008,-46.71
1788358551738,-0.0004,-0.0004,-0.0003,0.0007,-46.71
1788358551757,-0.0004,0.0005,-0.0008,0.0010,-46.12
1788358551775,0.0005,0.0005,-0.0003,0.0008,-46.12
1788358551794,0.0005,0.0000,-0.0003,0.0006,-46.12
1788358551814,0.0000,0.0000,-0.0012,0.0012,-46.12
1788358551832,0.0005,0.0000,-0.0002,0.0005,-40.60
1788358551851,0.0009,0.0005,0.0003,0.0011,-40.60
1788358551870,0.0009,0.0005,-0.0002,0.0010,-40.60
1788358551888,0.0004,-0.0005,0.0003,0.0007,-40.60
1788358551907,-0.0001,0.0005,-0.0002,0.0005,-36.62
1788358551926,-0.0001,0.0004,0.0003,0.0005,-36.62
1788358551946,-0.0001,-0.0005,-0.0002,0.0006,-36.62
1788358551963,-0.0001,-0.0010,0.0007,0.0012,-37.66
1788358551982,0.0004,-0.0005,-0.0002,0.0007,-37.66
1788358552001,0.0004,0.0005,0.0007,0.0010,-37.66
1788358552020,0.0009,0.0005,0.0002,0.0010,-38.72
1788358552039,-0.0001,-0.0005,0.0007,0.0009,-38.72
1788358552058,-0.0011,-0.0009,-0.0003,0.0014,-38.72
1788358552076,0.0004,0.0000,-0.0003,0.0005,-39.67
1788358552095,-0.0001,0.0005,-0.0007,0.0009,-39.67
1788358552114,0.0013,-0.0005,-0.0002,0.0014,-39.67
1788358552133,-0.0011,-0.0004,-0.0007,0.0013,-39.67
1788358552152,-0.0015,-0.0004,0.0003,0.0016,-42.52
1788358552171,0.0004,0.0001,-0.0012,0.0012,-42.52
1788358552189,-0.0014,0.0001,0.0003,0.0015,-42.52
1788358552208,-0.0004,0.0001,-0.0007,0.0008,-42.96
1788358552227,-0.0009,-0.0009,0.0003,0.0013,-42.96
1788358552246,0.0001,0.0005,0.0012,0.0014,-42.96
1788358552264,0.0001,-0.0004,0.0003,0.0005,-42.96
1788358552284,0.0006,0.0001,0.0007,0.0009,-43.65
1788358552302,-0.0004,0.0006,0.0007,0.0010,-43.65
1788358552321,0.0006,0.0015,-0.0003,0.0016,-43.65
1788358552340,-0.0004,0.0000,0.0002,0.0005,-43.91
1788358552358,0.0006,-0.0005,0.0002,0.0008,-43.91
1788358552377,-0.0004,0.0010,-0.0003,0.0011,-43.91
1788358552397,0.0006,0.0009,-0.0003,0.0011,-45.35
1788358552415,0.0010,0.0009,-0.0007,0.0015,-45.35
1788358552434,0.0000,0.0009,-0.0002,0.0009,-45.35
1788358552453,0.0000,-0.0001,-0.0012,0.0012,-45.35
1788358552471,0.0010,-0.0001,0.0008,0.0012,-44.35
1788358552490,-0.0009,-0.0001,-0.0002,0.0010,-44.35
1788358552510,0.0000,-0.0001,0.0007,0.0007,-44.35
1788358552527,-0.0004,-0.0010,-0.0002,0.0012,-43.29
1788358552547,-0.0004,-0.0001,-0.0007,0.0008,-43.29
1788358552565,0.0005,0.0009,-0.0002,0.0010,-43.29
1788358552584,0.0005,-0.0006,-0.0002,0.0008,-43.29
1788358552603,0.0010,-0.0010,-0.0011,0.0018,-44.67
1788358552622,0.0005,-0.0001,-0.0006,0.0008,-44.67
1788358552640,-0.0000,-0.0001,-0.0011,0.0011,-44.67
1788358552660,-0.0005,-0.0001,-0.0010,0.0011,-44.56
1788358552678,-0.0005,-0.0001,0.0014,0.0014,-44.56
1788358552697,0.0010,-0.0005,-0.0006,0.0012,-44.56
1788358552716,0.0009,0.0004,-0.0010,0.0015,-42.96
1788358552734,-0.0000,-0.0000,-0.0005,0.0005,-42.96
1788358552753,-0.0001,-0.0000,0.0004,0.0004,-42.96
1788358552773,-0.0015,-0.0014,0.0113,0.0115,-42.96
1788358552791,0.0032,0.0019,-0.0014,0.0040,-31.05
1788358552810,-0.0030,-0.0048,0.0034,0.0066,-31.05
1788358552828,-0.0005,0.0015,-0.0071,0.0073,-31.05
1788358552848,-0.0001,0.0015,-0.0054,0.0056,-31.24
1788358552867,0.0009,0.0010,-0.0029,0.0032,-31.24
1788358552886,0.0013,0.0000,-0.0037,0.0040,-31.24
1788358552903,0.0008,0.0000,0.0006,0.0010,-31.24
1788358552923,-0.0006,0.0000,0.0011,0.0012,-36.88
1788358552941,-0.0001,0.0005,-0.0008,0.0010,-36.88
1788358552960,-0.0015,0.0000,0.0006,0.0016,-36.88
1788358552980,-0.0005,-0.0009,-0.0008,0.0014,-41.19
1788358552998,-0.0010,-0.0009,0.0001,0.0013,-41.19
1788358553017,-0.0005,-0.0004,0.0006,0.0009,-41.19
1788358553036,-0.0004,0.0005,0.0010,0.0013,-41.88
