t,ax,ay,az,mag,db
1788358796350,0.0000,0.0000,0.0000,0.0000,-43.98
1788358796350,0.0015,-0.0007,-0.0005,0.0017,-43.98
1788358796361,0.0003,0.0002,0.0010,0.0010,-43.98
1788358796381,0.0013,-0.0010,0.0011,0.0020,-43.98
1788358796400,0.0007,-0.0004,0.0001,0.0008,-43.98
1788358796418,0.0006,0.0005,0.0005,0.0009,-43.98
1788358796436,0.0009,0.0004,0.0004,0.0011,-43.98
1788358796455,-0.0000,0.0004,-0.0001,0.0004,-43.98
1788358796474,-0.0000,-0.0005,0.0012,0.0014,-160.00
1788358796493,0.0004,0.0004,-0.0002,0.0006,-160.00
1788358796512,-0.0001,-0.0005,0.0007,0.0009,-160.00
1788358796530,0.0004,0.0009,0.0002,0.0010,-53.65
1788358796549,0.0003,-0.0005,-0.0007,0.0010,-53.65
1788358796568,0.0003,-0.0001,0.0002,0.0004,-53.65
1788358796587,0.0008,-0.0000,-0.0002,0.0008,-50.66
1788358796606,0.0003,-0.0014,0.0007,0.0016,-50.66
1788358796625,0.0007,-0.0009,-0.0003,0.0012,-50.66
1788358796643,-0.0007,0.0001,-0.0002,0.0008,-48.69
1788358796663,0.0007,0.0006,0.0002,0.0009,-48.69
1788358796681,0.0007,-0.0004,0.0007,0.0010,-48.69
1788358796700,-0.0003,0.0010,0.0011,0.0015,-49.10
1788358796719,0.0002,0.0005,0.0001,0.0006,-49.10
1788358796737,0.0002,-0.0005,0.0011,0.0012,-49.10
1788358796756,-0.0003,-0.0005,-0.0004,0.0006,-49.10
1788358796776,0.0012,0.0000,0.0001,0.0012,-49.10
1788358796794,0.0002,0.0000,0.0001,0.0002,-42.11
1788358796813,-0.0013,0.0005,0.0001,0.0014,-42.11
1788358796832,0.0002,0.0005,0.0001,0.0005,-42.11
1788358796850,-0.0003,-0.0009,-0.0004,0.0011,-37.57
1788358796869,-0.0003,-0.0009,0.0006,0.0011,-37.57
1788358796888,0.0007,0.0005,-0.0004,0.0010,-37.57
1788358796906,0.0007,-0.0004,0.0001,0.0008,-37.54
1788358796925,0.0002,0.0001,0.0001,0.0002,-37.54
1788358796945,-0.0008,-0.0004,0.0001,0.0009,-37.54
1788358796963,0.0002,-0.0009,-0.0009,0.0012,-38.49
1788358796982,-0.0003,0.0006,0.0006,0.0009,-38.49
1788358797002,0.0011,0.0006,0.0010,0.0016,-38.49
1788358797021,0.0006,0.0001,-0.0004,0.0008,-40.56
1788358797038,0.0001,0.0001,-0.0004,0.0004,-40.56
1788358797057,-0.0013,-0.0004,-0.0004,0.0014,-40.56
1788358797076,0.0002,0.0005,-0.0008,0.0010,-40.56
1788358797095,0.0002,-0.0004,0.0001,0.0005,-40.56
1788358797114,-0.0008,-0.0009,0.0006,0.0013,-42.19
1788358797133,0.0007,-0.0004,0.0006,0.0010,-42.19
1788358797151,-0.0021,0.0001,-0.0065,0.0069,-42.19
1788358797170,0.0050,-0.0023,-0.0030,0.0063,-32.89
1788358797189,-0.0027,0.0021,0.0046,0.0057,-32.89
1788358797207,-0.0016,0.0010,0.0068,0.0071,-32.89
1788358797227,-0.0002,0.0005,0.0010,0.0011,-28.90
