t,ax,ay,az,mag,db
1788360387144,0.0000,0.0000,0.0000,0.0000,-37.54
1788360387156,0.0000,0.0000,-0.0000,0.0000,-37.54
1788360387175,-0.0003,-0.0003,-0.0003,0.0006,-37.54
1788360387193,0.0008,-0.0002,0.0001,0.0009,-37.54
1788360387213,0.0003,0.0006,-0.0007,0.0009,-37.54
1788360387231,0.0002,0.0005,-0.0002,0.0006,-37.54
1788360387251,0.0002,0.0008,0.0003,0.0009,-37.54
1788360387270,0.0002,0.0003,0.0011,0.0012,-160.00
1788360387290,0.0002,0.0003,-0.0008,0.0008,-160.00
1788360387307,-0.0007,-0.0006,0.0002,0.0010,-160.00
1788360387326,-0.0007,0.0008,0.0006,0.0012,-57.68
1788360387344,-0.0006,-0.0011,0.0006,0.0014,-57.68
1788360387363,-0.0006,0.0003,0.0001,0.0007,-57.68
1788360387382,-0.0010,-0.0001,0.0005,0.0011,-52.00
1788360387401,0.0018,-0.0010,-0.0004,0.0021,-52.00
1788360387420,0.0013,0.0004,0.0014,0.0019,-52.00
1788360387439,0.0012,-0.0001,-0.0000,0.0012,-54.08
1788360387457,0.0011,0.0008,-0.0000,0.0014,-54.08
1788360387477,-0.0008,-0.0001,-0.0000,0.0008,-54.08
1788360387495,0.0006,-0.0001,-0.0010,0.0012,-55.33
1788360387515,0.0002,-0.0006,0.0000,0.0006,-55.33
1788360387532,0.0015,0.0004,-0.0004,0.0017,-55.33
1788360387552,-0.0004,0.0004,0.0010,0.0011,-55.33
1788360387570,0.0015,0.0013,-0.0005,0.0020,-55.33
1788360387589,0.0000,0.0007,0.0005,0.0009,-41.42
1788360387608,0.0014,0.0002,0.0005,0.0015,-41.42
1788360387627,0.0014,-0.0007,-0.0000,0.0016,-41.42
1788360387646,-0.0005,0.0007,0.0005,0.0010,-37.30
1788360387665,0.0009,0.0007,-0.0005,0.0012,-37.30
1788360387683,-0.0010,-0.0003,-0.0000,0.0011,-37.30
1788360387702,-0.0010,0.0016,-0.0014,0.0024,-38.03
1788360387720,-0.0005,-0.0013,0.0010,0.0017,-38.03
1788360387740,-0.0005,-0.0003,-0.0014,0.0015,-38.03
1788360387758,0.0000,0.0002,0.0000,0.0002,-40.24
1788360387778,-0.0004,-0.0012,0.0005,0.0014,-40.24
1788360387797,0.0005,-0.0003,-0.0004,0.0007,-40.24
1788360387815,-0.0004,-0.0002,0.0000,0.0005,-42.81
1788360387833,0.0000,-0.0002,0.0000,0.0002,-42.81
1788360387853,0.0000,0.0007,0.0005,0.0009,-42.81
1788360387871,-0.0014,-0.0007,0.0005,0.0016,-42.81
1788360387890,-0.0004,-0.0007,-0.0005,0.0009,-42.81
1788360387908,0.0006,-0.0002,0.0000,0.0006,-45.52
1788360387928,0.0010,0.0007,-0.0004,0.0013,-45.52
1788360387946,0.0005,0.0002,-0.0004,0.0007,-45.52
1788360387967,-0.0009,-0.0002,0.0005,0.0011,-49.18
1788360387984,0.0000,-0.0002,0.0000,0.0002,-49.18
1788360388003,0.0010,-0.0007,-0.0009,0.0015,-49.18
1788360388022,-0.0005,-0.0002,-0.0009,0.0010,-51.32
