t,ax,ay,az,mag,db
1788359557464,0.0000,0.0000,0.0000,0.0000,-19.00
1788359557477,0.0005,-0.0002,-0.0005,0.0007,-19.00
1788359557495,0.0006,-0.0002,-0.0010,0.0012,-19.00
1788359557514,-0.0003,-0.0005,0.0004,0.0007,-19.00
1788359557533,-0.0002,-0.0000,0.0007,0.0007,-19.00
1788359557553,0.0010,0.0004,0.0014,0.0018,-19.00
1788359557571,0.0005,-0.0001,-0.0001,0.0005,-160.00
1788359557590,-0.0000,-0.0001,-0.0005,0.0005,-160.00
1788359557609,-0.0004,-0.0001,0.0004,0.0006,-160.00
1788359557628,-0.0004,0.0008,0.0004,0.0010,-160.00
1788359557646,-0.0004,0.0008,0.0012,0.0015,-57.86
1788359557666,0.0006,-0.0002,0.0007,0.0009,-57.86
1788359557684,0.0001,-0.0002,0.0002,0.0003,-57.86
1788359557703,0.0010,0.0003,-0.0007,0.0012,-58.38
1788359557721,0.0004,-0.0002,-0.0002,0.0005,-58.38
1788359557741,0.0004,0.0003,0.0007,0.0009,-58.38
1788359557760,0.0008,-0.0006,-0.0007,0.0013,-58.14
1788359557778,-0.0010,0.0003,-0.0007,0.0013,-58.14
1788359557796,0.0009,0.0003,0.0007,0.0012,-58.14
1788359557817,-0.0001,0.0003,0.0007,0.0008,-54.45
1788359557834,0.0004,-0.0002,0.0002,0.0005,-54.45
1788359557853,-0.0001,-0.0002,0.0007,0.0007,-54.45
1788359557872,0.0008,-0.0006,0.0002,0.0010,-54.45
1788359557891,-0.0006,-0.0011,0.0006,0.0014,-41.40
1788359557910,-0.0011,-0.0005,0.0006,0.0013,-41.40
1788359557928,-0.0001,-0.0000,-0.0004,0.0004,-41.40
1788359557947,-0.0001,-0.0000,0.0001,0.0002,-41.40
1788359557967,0.0004,-0.0000,0.0001,0.0004,-38.30
1788359557985,-0.0001,-0.0000,0.0001,0.0002,-38.30
1788359558003,0.0004,0.0005,-0.0004,0.0007,-38.30
1788359558023,-0.0015,-0.0000,-0.0008,0.0017,-38.22
1788359558041,0.0014,-0.0000,0.0002,0.0014,-38.22
1788359558061,-0.0006,0.0009,-0.0008,0.0013,-38.22
1788359558079,-0.0010,0.0004,0.0002,0.0011,-40.19
1788359558097,-0.0010,0.0004,-0.0003,0.0011,-40.19
1788359558117,-0.0010,0.0009,0.0039,0.0042,-40.19
1788359558136,-0.0005,-0.0020,0.0194,0.0195,-21.71
1788359558154,0.0019,0.0014,-0.0105,0.0108,-21.71
1788359558172,-0.0010,-0.0001,-0.0026,0.0028,-21.71
1788359558193,0.0023,-0.0001,-0.0063,0.0067,-21.71
1788359558210,0.0013,0.0009,-0.0014,0.0021,-25.95
1788359558229,0.0003,0.0004,0.0006,0.0007,-25.95
1788359558249,-0.0002,-0.0001,0.0010,0.0010,-25.95
1788359558267,0.0003,0.0008,-0.0009,0.0013,-25.95
1788359558286,-0.0006,-0.0006,0.0001,0.0009,-27.35
1788359558304,0.0003,-0.0001,-0.0004,0.0005,-27.35
1788359558324,0.0008,-0.0001,-0.0009,0.0012,-27.35
1788359558342,-0.0011,0.0004,-0.0013,0.0018,-27.09
1788359558361,0.0003,-0.0001,-0.0003,0.0005,-27.09
1788359558381,-0.0002,-0.0001,-0.0003,0.0004,-27.09
1788359558398,-0.0006,-0.0001,0.0002,0.0007,-23.98
1788359558421,0.0003,0.0004,-0.0003,0.0006,-23.98
1788359558436,0.0003,0.0008,-0.0012,0.0015,-23.98
1788359558455,-0.0002,-0.0001,0.0021,0.0021,-19.17
1788359558475,0.0008,0.0004,-0.0022,0.0024,-19.17
1788359558493,0.0012,0.0013,0.0007,0.0019,-19.17
1788359558511,0.0002,-0.0002,-0.0007,0.0008,-19.17
1788359558531,-0.0002,-0.0006,-0.0002,0.0007,-19.17
1788359558549,-0.0007,-0.0006,0.0002,0.0010,-26.38
1788359558568,-0.0007,-0.0015,0.0007,0.0018,-26.38
1788359558587,0.0007,-0.0000,0.0011,0.0014,-27.67
1788359558606,0.0012,0.0009,-0.0008,0.0017,-27.67
1788359558624,-0.0026,-0.0020,0.0011,0.0035,-27.67
1788359558643,0.0003,0.0004,-0.0003,0.0006,-27.67
1788359558661,0.0008,0.0004,0.0025,0.0027,-22.20
1788359558681,-0.0007,0.0009,-0.0009,0.0014,-22.20
1788359558699,-0.0035,-0.0005,-0.0074,0.0083,-22.20
1788359558719,0.0022,-0.0005,-0.0039,0.0045,-20.53
1788359558737,0.0003,0.0009,-0.0061,0.0062,-20.53
1788359558756,0.0017,-0.0005,0.0016,0.0024,-20.53
1788359558774,-0.0007,-0.0010,0.0082,0.0083,-29.08
1788359558793,-0.0017,-0.0010,0.0022,0.0030,-29.08
1788359558812,0.0003,0.0010,0.0026,0.0028,-29.08
1788359558831,-0.0007,0.0005,0.0026,0.0027,-29.08
1788359558849,0.0003,-0.0000,0.0011,0.0011,-25.69
1788359558869,0.0003,-0.0005,0.0005,0.0008,-25.69
1788359558887,-0.0007,0.0000,0.0005,0.0009,-25.69
1788359558906,-0.0002,-0.0005,0.0010,0.0011,-25.69
1788359558925,-0.0006,-0.0009,0.0010,0.0015,-27.92
1788359558944,-0.0011,0.0005,-0.0029,0.0031,-27.92
1788359558963,-0.0001,0.0000,-0.0009,0.0009,-27.92
1788359558981,-0.0001,-0.0009,0.0015,0.0018,-22.39
1788359559000,0.0009,0.0005,0.0010,0.0014,-22.39
1788359559020,-0.0001,-0.0014,0.0000,0.0014,-22.39
1788359559040,0.0004,0.0001,0.0019,0.0019,-27.89
1788359559056,-0.0005,-0.0013,-0.0015,0.0020,-27.89
1788359559075,-0.0001,0.0011,0.0019,0.0022,-27.89
1788359559094,0.0009,0.0001,0.0023,0.0025,-23.85
1788359559113,-0.0001,0.0010,-0.0001,0.0011,-23.85
