t,ax,ay,az,mag,db
1788359645935,0.0000,0.0000,0.0000,0.0000,-52.49
1788359645953,0.0002,-0.0002,0.0002,0.0004,-52.49
1788359645972,0.0002,0.0005,-0.0002,0.0005,-52.49
1788359645991,-0.0010,-0.0000,-0.0005,0.0011,-52.49
1788359646010,-0.0004,0.0000,-0.0000,0.0004,-52.49
1788359646029,-0.0003,0.0016,0.0008,0.0018,-52.49
1788359646047,-0.0007,0.0001,-0.0006,0.0009,-160.00
1788359646067,0.0003,-0.0007,-0.0001,0.0008,-160.00
1788359646085,0.0002,0.0007,0.0004,0.0008,-160.00
1788359646104,-0.0002,-0.0003,0.0003,0.0005,-57.82
1788359646123,-0.0002,-0.0007,0.0003,0.0008,-57.82
1788359646142,0.0003,-0.0007,-0.0002,0.0007,-57.82
1788359646161,0.0007,-0.0006,0.0003,0.0010,-58.27
1788359646179,-0.0007,-0.0001,0.0007,0.0010,-58.27
1788359646199,-0.0011,-0.0001,0.0002,0.0011,-58.27
1788359646217,0.0008,0.0004,0.0002,0.0009,-61.17
1788359646236,-0.0002,-0.0001,0.0011,0.0011,-61.17
1788359646254,0.0003,0.0003,0.0006,0.0007,-61.17
1788359646273,-0.0002,-0.0001,-0.0004,0.0004,-61.17
1788359646292,-0.0006,-0.0006,0.0001,0.0009,-59.86
1788359646311,0.0008,-0.0001,0.0006,0.0010,-59.86
1788359646329,-0.0002,-0.0010,0.0006,0.0012,-59.86
1788359646349,0.0003,0.0009,0.0001,0.0010,-59.86
1788359646367,0.0003,-0.0005,0.0005,0.0008,-41.40
1788359646386,-0.0002,0.0004,-0.0004,0.0006,-41.40
1788359646405,0.0003,-0.0001,-0.0009,0.0009,-41.40
1788359646424,0.0003,-0.0001,-0.0008,0.0009,-37.43
1788359646442,0.0003,-0.0005,0.0001,0.0006,-37.43
1788359646462,-0.0002,-0.0005,0.0011,0.0012,-37.43
1788359646480,-0.0007,0.0004,0.0006,0.0010,-38.10
1788359646499,0.0008,0.0004,0.0001,0.0009,-38.10
1788359646518,-0.0002,-0.0001,0.0001,0.0002,-38.10
1788359646536,-0.0006,-0.0005,-0.0004,0.0009,-40.11
1788359646555,0.0008,0.0004,0.0005,0.0011,-40.11
1788359646575,-0.0002,0.0004,0.0001,0.0004,-40.11
1788359646593,-0.0002,-0.0001,-0.0004,0.0005,-40.11
